ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_FORM	CLPA	CONCEPTICON_ID	GLOTTOLOG
3183	Spanish	smooth	liso	l i s o	532	'liso	554 1076 89 887	1234	stan1288
3184	Bihari	smooth	cikən	c i k ə n	1679	cikən	606 1076 838 1022 107	1234	mait1250
3185	Urdu	smooth	həmwɑɾ	h ə m w ɑ ɾ	2921	həmwɑɾ	405 1022 241 462 952 66	1234	urdu1245
3186	Oriya	smooth	nɔrɔmɔ	n ɔ r ɔ m ɔ	3547	nɔrɔmɔ	107 916 153 916 241 916	1234	oriy1255
3187	Oriya	smooth	palis	p a l i s	3550	palis	291 997 554 1076 89	1234	oriy1255
3188	Breton_ST	smooth	fluːr	f l uː r	2928	flu:r	452 554 860 153	1234	bret1244
3189	Italian	smooth	liʃʃo	l i ʃː o	532	'liʃʃo	554 1076 678 887	1234	ital1282
3190	Swedish	smooth	glat	ɡ l a t	301	glat	831 554 997 120	1234	swed1254
3191	Marathi	smooth	mə͜uː	m ə uː	2930	mə͜u:	241 1022 860	1234	mara1378
3192	Marathi	smooth	ʧikɳa	tʃ i k ɳ a	1679	tʃik'ɳa	651 1076 838 711 997	1234	mara1378
#
3193	Urdu	snake	sɑ̃p	s ɑ̃ p	825	sɑ̃p	89 951 291	730	urdu1245
3194	Armenian_Mod	snake	oʦʰ	o tsʰ	648	oʦʰ	887 13	730	nucl1235
3195	Czech	snake	ɦat	ɦ a t	1290	ɦat	401 997 120	730	czec1258
3196	Catalan	snake	seɾp	s e ɾ p	825	seɾp, səɾ'pen	89 1089 66 291	730	stan1289
3197	German	snake	ʃlaŋə	ʃ l a ŋ ə	302	'ʃlaŋə	683 554 997 801 1022	730	stan1295
3198	Italian	snake	sɛrpe	s ɛ r p e	825	'sɛrpe	89 1121 153 291 1089	730	ital1282
3199	Swedish	snake	ʊrm	ʊ r m	1380	ʊrm	904 153 241	730	swed1254
3200	Breton_ST	snake	naɛr	n a ɛ r	1062	'naɛr	107 997 1121 153	730	bret1244
3201	Danish	snake	slɑŋə	s l ɑ ŋ ə	302	ˈslɑŋə	89 554 952 801 1022	730	dani1285
3202	Dutch_List	snake	slɑŋ	s l ɑ ŋ	302	slɑŋ	89 554 952 801	730	dutc1256
3203	English	snake	sneɪk	s n eɪ k	1358	sneɪk	89 107 1108 838	730	stan1293
3204	French	snake	sɛʀpɑ̃	s ɛ ʀ p ɑ̃	825	sɛʀpɑ̃	89 1121 767 291 951	730	stan1290
3205	Greek_Mod	snake	fiði	f i ð i	648	ˈfiði	452 1076 419 1076	730	mode1248
3206	Marathi	snake	sap	s a p	825	sap	89 997 291	730	mara1378
3207	Polish	snake	vɔ̃ʒ	v ɔ̃ ʒ	648	vɔ̃ʒ	451 915 685	730	poli1260
3208	Portuguese_ST	snake	kɔβɾɐ	k ɔ β ɾ ɐ	934	ˈkɔβɾɐ	838 916 227 66 986	730	port1283
3209	Russian	snake	zmʲeja	z mʲ e j a	1175	'zmʲeja	80 242 1089 570 997	730	russ1263
3210	Bihari	snake	sãp	s ã p	825	sãp	89 1014 291	730	mait1250
3211	Oriya	snake	sapɔ	s a p ɔ	825	sapɔ	89 997 291 916	730	oriy1255
3212	Spanish	snake	seɾpjente	s e ɾ p j e n t e	825	seɾ'pjente	89 1089 66 291 570 1089 107 120 1089	730	stan1288
3213	Portuguese_ST	snake	sɨɾpẽtɨ	s ɨ ɾ p ẽ t ɨ	825	sɨɾˈpẽtɨ	89 983 66 291 1090 120 983	730	port1283
#
3214	Armenian_Mod	snow	ʣɪ̯un	dz i u n	649	ʣɪ̯un	20 1076 868 107	784	nucl1235
3215	Czech	snow	sniːx	s n iː x	303	sniːx	89 107 1068 778	784	czec1258
3216	Catalan	snow	new	n e w	303	new	107 1089 462	784	stan1289
3217	German	snow	ʃneː	ʃ n eː	303	ʃne:	683 107 1091	784	stan1295
3218	Italian	snow	neve	n e v e	303	'neve	107 1089 451 1089	784	ital1282
3219	Swedish	snow	snøː	s n øː	303	snøː	89 107 1050	784	swed1254
3220	Dutch_List	snow	snew	s n e w	303	snew	89 107 1089 462	784	dutc1256
3221	English	snow	snəʊ	s n əu	303	snəʊ	89 107 1036	784	stan1293
3222	French	snow	nɛʒ	n ɛ ʒ	303	nɛʒ	107 1121 685	784	stan1290
3223	Breton_ST	snow	ɛrx	ɛ r x	1063	ɛrx	1121 153 778	784	bret1244
3224	Greek_Mod	snow	ço̞ni	ç o̞ n i	649	ˈço̞ni	583 878 107 1076	784	mode1248
3225	Polish	snow	ɕɲɛk	ɕ ɲ ɛ k	303	ɕɲɛk	204 595 1121 838	784	poli1260
3226	Portuguese_ST	snow	nɛvɨ	n ɛ v ɨ	303	ˈnɛvɨ	107 1121 451 983	784	port1283
3227	Russian	snow	snʲeg	s nʲ e ɡ	303	snʲeg	89 101 1089 831	784	russ1263
3228	Spanish	snow	njeβe	n j e β e	303	'njeβe	107 570 1089 227 1089	784	stan1288
3229	Danish	snow	sne	s n e	303	sne	89 107 1089	784	dani1285
3230	Urdu	snow	bəɾf	b ə ɾ f	126	bəɾf	257 1022 66 452	784	urdu1245
3231	Bihari	snow	bərpʰ#kʰəsəb	b ə r pʰ _ kʰ ə s ə b	126	bərph khəsəb	257 1022 153 264 1190 820 1022 89 1022 257	784	mait1250
3232	Oriya	snow	bɔrɔpʰɔ	b ɔ r ɔ pʰ ɔ	126	bɔrɔphɔ	257 916 153 916 264 916	784	oriy1255
3233	Oriya	snow	tusarɔ	t u s a r ɔ	3557	tusarɔ	120 868 89 997 153 916	784	oriy1255
3234	Marathi	snow	bəɾfə	b ə ɾ f ə	126	'bəɾfə	257 1022 66 452 1022	784	mara1378
#
3235	Urdu	some	kʊʧʰ	k ʊ tʃʰ	2937	kʊʧʰ	838 904 661	1241	urdu1245
3236	German	some	ɛtvas	ɛ t v a s	3481	'ɛtvas	1121 120 451 997 89	1241	stan1295
3237	Swedish	some	noːgra	n oː ɡ r a	304	ˈnoːˌgra	107 880 831 153 997	1241	swed1254
3238	Danish	some	noən	n oə n	304	ˈnoən	107 933 107	1241	dani1285
3239	Dutch_List	some	enəχ	e n ə χ	2946	'enəχ	1089 107 1022 748	1241	dutc1256
3240	English	some	sʌm	s ʌ m	2945	sʌm	89 960 241	1241	stan1293
3241	French	some	kɛlk	k ɛ l k	2937	kɛlk	838 1121 554 838	1241	stan1290
3242	Greek_Mod	some	me̞rici	m e̞ r i c i	2938	ˌme̞riˈci	241 1106 153 1076 606 1076	1241	mode1248
3243	Marathi	some	kaɦiː	k a ɦ iː	2937	'kaɦi:	838 997 401 1068	1241	mara1378
3244	Russian	some	nʲemnogo	nʲ e m n o ɡ o	127	nʲe'mnogo	101 1089 241 107 887 831 887	1241	russ1263
3245	Bihari	some	kicʰu	k i cʰ u	2937	kichu	838 1076 604 868	1241	mait1250
3246	Bihari	some	kayo	k a j o	2937	kayo	838 997 570 887	1241	mait1250
3247	Oriya	some	kicʰi	k i cʰ i	2937	kichi	838 1076 604 1076	1241	oriy1255
3248	Polish	some	kʲilka	kʲ i l k a	2937	ˈkʲilka	837 1076 554 838 997	1241	poli1260
3249	Dutch_List	some	sɔməɣə	s ɔ m ə ɣ ə	2945	'sɔməɣə	89 916 241 1022 780 1022	1241	dutc1256
3250	Armenian_Mod	some	voɾoʃ	v o ɾ o ʃ	3661	voˈɾoʃ	451 887 66 887 683	1241	nucl1235
#
3251	Urdu	spit	t̪ʰuknə	t̪ʰ u k n ə	1792	t̪ʰuknə	383 868 838 107 1022	1440	urdu1245
3252	Czech	spit	plɪvat	p l ɪ v a t	305	plɪvat	291 554 1110 451 997 120	1440	czec1258
3253	Breton_ST	spit	tyfat	t y f a t	1064	'tyfat	120 1047 452 997 120	1440	bret1244
3254	German	spit	ʃpeiən	ʃ p ei ə n	305	'ʃpe‿iən	683 291 1107 1022 107	1440	stan1295
3255	Italian	spit	sputare	s p u t a r e	305	spu'tare	89 291 868 120 997 153 1089	1440	ital1282
3256	Swedish	spit	spɔta	s p ɔ t a	305	'spɔta	89 291 916 120 997	1440	swed1254
3257	French	spit	kʀaʃe	k ʀ a ʃ e	1401	kʀaʃe	838 767 997 683 1089	1440	stan1290
3258	Greek_Mod	spit	ftino̞	f t i n o̞	305	ˈftino̞	452 120 1076 107 878	1440	mode1248
3259	Marathi	spit	tʰunkɳe	tʰ u n k ɳ e	1792	tʰunk'ɳe	138 868 107 838 711 1089	1440	mara1378
3260	Polish	spit	pluʨ	p l u tɕ	305	ˈpluʨ	291 554 868 200	1440	poli1260
3261	Portuguese_ST	spit	kuʃpiɾ	k u ʃ p i ɾ	305	kuʃˈpiɾ	838 868 683 291 1076 66	1440	port1283
3262	Russian	spit	plʲevatʲ	p lʲ e v a tʲ	305	plʲe'vatʲ	291 546 1089 451 997 115	1440	russ1263
3263	Spanish	spit	eskupiɾ	e s k u p i ɾ	305	esku'piɾ	1089 89 838 868 291 1076 66	1440	stan1288
3264	Danish	spit	sb̥#ød̥ʰə	s b̥ _ ø d̥ʰ ə	305	ˈsb̥ ød̥ʰə	89 283 1190 1052 118 1022	1440	dani1285
3265	Dutch_List	spit	spywən	s p y w ə n	305	'spywə(n)	89 291 1047 462 1022 107	1440	dutc1256
3266	English	spit	spɪt	s p ɪ t	305	spɪt	89 291 1110 120	1440	stan1293
3267	Bihari	spit	tʰukəb	tʰ u k ə b	1792	thukəb	138 868 838 1022 257	1440	mait1250
3268	Breton_ST	spit	skɔpã	s k ɔ p ã	305	'skɔpã	89 838 916 291 1014	1440	bret1244
3269	Oriya	spit	cʰepɔ#pɔkeiba	cʰ e p ɔ _ p ɔ k ei b a	3559	chepɔ pɔkeiba	604 1089 291 916 1190 291 916 838 1107 257 997	1440	oriy1255
3270	Armenian_Mod	spit	tʰəkʰɛl	tʰ ə kʰ ɛ l	305	tʰəˈkʰɛl	138 1022 820 1121 554	1440	nucl1235
3271	Catalan	spit	əskupi	ə s k u p i	305	əsku'pi	1022 89 838 868 291 1076	1440	stan1289
#
3272	Urdu	split	do#ʈʊkɽe#kəɾnə	d o _ ʈ ʊ k ɽ e _ k ə ɾ n ə	2955	do ʈʊkɽe kəɾnə	145 887 1190 717 904 838 703 1089 1190 838 1022 66 107 1022	1437	urdu1245
3273	German	split	ʃpaltn̩	ʃ p a l t n̩	2956	'ʃpaltn̩	683 291 997 554 120 97	1437	stan1295
3274	Italian	split	fɛndere	f ɛ n d e r e	935	'fɛndere	452 1121 107 145 1089 153 1089	1437	ital1282
3275	Swedish	split	splitra	s p l i t r a	306	'splitra	89 291 554 1076 120 153 997	1437	swed1254
3276	Breton_ST	split	fɔwtĩ	f ɔ w t ĩ	1065	'fɔwtĩ	452 916 462 120 1078	1437	bret1244
3277	Danish	split	g̥ʰlɒw	ɡ̥ʰ l ɒ w	1328	g̥ʰlɒw	812 554 900 462	1437	dani1285
3278	Dutch_List	split	splɛitən	s p l ɛi t ə n	306	'splɛitə(n)	89 291 554 1143 120 1022 107	1437	dutc1256
3279	English	split	splɪt	s p l ɪ t	306	splɪt	89 291 554 1110 120	1437	stan1293
3280	French	split	fɑ̃dʀ	f ɑ̃ d ʀ	935	fɑ̃dʀ	452 951 145 767	1437	stan1290
3281	Greek_Mod	split	scizo̞	s c i z o̞	2954	ˈscizo̞	89 606 1076 80 878	1437	mode1248
3282	Marathi	split	ʧiɾɳe	tʃ i ɾ ɳ e	2955	tʃiɾɳe	651 1076 66 711 1089	1437	mara1378
3283	Russian	split	raskalɨvatʲ	r a s k a l ɨ v a tʲ	2958	ras'kalɨvatʲ	153 997 89 838 997 554 983 451 997 115	1437	russ1263
3284	Bihari	split	cirəb	c i r ə b	2955	cirəb	606 1076 153 1022 257	1437	mait1250
3285	Oriya	split	čiriba	tʃ i r i b a	2955	čiriba	651 1076 153 1076 257 997	1437	oriy1255
3286	Oriya	split	pʰaɭɔ#k	pʰ a ɭ ɔ _ k	2956	phaḷɔ k-	264 997 708 916 1190 838	1437	oriy1255
3287	Oriya	split	bʱagɔ#k	b̤ a ɡ ɔ _ k	3565	bhagɔ k-	281 997 831 916 1190 838	1437	oriy1255
3288	Italian	split	spakkare	s p a kː a r e	2962	spak'kare	89 291 997 832 997 153 1089	1437	ital1282
3289	Portuguese_ST	split	ʀɐʃaɾ	ʀ ɐ ʃ a ɾ	2961	ʀɐˈʃaɾ	767 986 683 997 66	1437	port1283
3290	Polish	split	rɔ̃baʨ	r ɔ̃ b a tɕ	3579	ˈrɔ̃baʨ	153 915 257 997 200	1437	poli1260
3291	Czech	split	rozɟɛlɪt	r o z ɟ ɛ l ɪ t	1242	rozɟɛlɪt	153 887 80 609 1121 554 1110 120	1437	czec1258
3292	Spanish	split	paɾtiɾ	p a ɾ t i ɾ	3628	paɾ'tiɾ	291 997 66 120 1076 66	1437	stan1288
3293	Catalan	split	əskəɾða	ə s k ə ɾ ð a	3664	əskəɾ'ða	1022 89 838 1022 66 419 997	1437	stan1289
3294	Armenian_Mod	split	bɑʒɑnɛl	b ɑ ʒ ɑ n ɛ l	3665	bɑʒɑˈnɛl	257 952 685 952 107 1121 554	1437	nucl1235
#
3295	Urdu	squeeze	d̪əbɑnə	d̪ ə b ɑ n ə	2965	d̪əbɑnə	371 1022 257 952 107 1022	1414	urdu1245
3296	Catalan	squeeze	kumpɾimi	k u m p ɾ i m i	307	kumpɾi'mi	838 868 241 291 66 1076 241 1076	1414	stan1289
3297	German	squeeze	drʏkn̩	d r ʏ k n̩	1329	'drʏkn̩	145 153 1054 838 97	1414	stan1295
3298	Italian	squeeze	prɛmere	p r ɛ m e r e	307	'prɛmere	291 153 1121 241 1089 153 1089	1414	ital1282
3299	Swedish	squeeze	krɑːma	k r ɑː m a	3482	'krɑ:ma	838 153 954 241 997	1414	swed1254
3300	Danish	squeeze	d̥ʰʁœg̥ʰə	d̥ʰ ʁ œ ɡ̥ʰ ə	1329	ˈd̥ʰʁœg̥ʰə	118 739 1059 812 1022	1414	dani1285
3301	Dutch_List	squeeze	pɛrsən	p ɛ r s ə n	307	'pɛrsə(n)	291 1121 153 89 1022 107	1414	dutc1256
3302	English	squeeze	skwiːz	s k w iː z	3483	skwi:z	89 838 462 1068 80	1414	stan1293
3303	French	squeeze	sɛʀe	s ɛ ʀ e	1402	sɛʀe	89 1121 767 1089	1414	stan1290
3304	Greek_Mod	squeeze	zupo̞	z u p o̞	3484	zuˈpo̞	80 868 291 878	1414	mode1248
3305	Marathi	squeeze	piɭɳe	p i ɭ ɳ e	1543	piɭ'ɳe	291 1076 708 711 1089	1414	mara1378
3306	Portuguese_ST	squeeze	ɐpɨɾtaɾ	ɐ p ɨ ɾ t a ɾ	936	ɐpɨɾˈtaɾ	986 291 983 66 120 997 66	1414	port1283
3307	Russian	squeeze	sʒɨmatʲ	s ʒ ɨ m a tʲ	1937	sʒɨ'matʲ	89 685 983 241 997 115	1414	russ1263
3308	Spanish	squeeze	apɾetaɾ	a p ɾ e t a ɾ	936	apɾe'taɾ	997 291 66 1089 120 997 66	1414	stan1288
3309	Bihari	squeeze	ras#garəb	r a s _ ɡ a r ə b	3520	ras garəb	153 997 89 1190 831 997 153 1022 257	1414	mait1250
3310	Oriya	squeeze	nigaɖiba	n i ɡ a ɖ i b a	3568	nigaḍiba	107 1076 831 997 721 1076 257 997	1414	oriy1255
3311	Polish	squeeze	ɕʨiskaʨ	ɕ tɕ i s k a tɕ	3584	ˈɕʨiskaʨ	204 200 1076 89 838 997 200	1414	poli1260
3312	Czech	squeeze	maʧkat	m a tʃ k a t	3614	matʃkat	241 997 651 838 997 120	1414	czec1258
3313	Catalan	squeeze	əstɾɛɲə	ə s t ɾ ɛ ɲ ə	2970	ə'stɾɛɲə	1022 89 120 66 1121 595 1022	1414	stan1289
3314	Catalan	squeeze	pidʒa	p i d ʒ a	3632	pi'dʒa	291 1076 145 685 997	1414	stan1289
3315	Armenian_Mod	squeeze	sɛχmɛl	s ɛ χ m ɛ l	3666	sɛχˈmɛl	89 1121 748 241 1121 554	1414	nucl1235
#
3316	Urdu	stab	ɡʰopnə	ɡʰ o p n ə	829	ɡʰopnə	836 887 291 107 1022	1434	urdu1245
3317	Armenian_Mod	stab	χoʦʰɛl	χ o tsʰ ɛ l	650	χoˈʦʰɛl	748 887 13 1121 554	1434	nucl1235
3318	German	stab	ɛɐ̯ʃtɛçn̩	ɛ ɐ̯ ʃ t ɛ ç n̩	308	ɛɐ̯'ʃtɛçn̩	1121 985 683 120 1121 583 97	1434	stan1295
3319	Italian	stab	puɲɲalare	p u ɲː a l a r e	3485	puɲɲa'lare	291 868 593 997 554 997 153 1089	1434	ital1282
3320	Danish	stab	sd̥ʰeg̥ʰə	s d̥ʰ e ɡ̥ʰ ə	308	'sd̥ʰeg̥ʰə	89 118 1089 812 1022	1434	dani1285
3321	Dutch_List	stab	stekən	s t e k ə n	308	stekə(n)	89 120 1089 838 1022 107	1434	dutc1256
3322	English	stab	stæb	s t æ b	3486	stæb	89 120 1087 257	1434	stan1293
3323	French	stab	pwaɲaʀde	p w a ɲ a ʀ d e	937	pwaɲaʀde	291 462 997 595 997 767 145 1089	1434	stan1290
3324	Marathi	stab	bʰosəkɳe	bʰ o s ə k ɳ e	3487	'bʰosəkɳe	269 887 89 1022 838 711 1089	1434	mara1378
3325	Portuguese_ST	stab	ɐpuɲɐlaɾ	ɐ p u ɲ ɐ l a ɾ	937	ɐpuɲɐˈlaɾ	986 291 868 595 986 554 997 66	1434	port1283
3326	Russian	stab	zakalɨvatʲ	z a k a l ɨ v a tʲ	3488	za'kalɨvatʲ	80 997 838 997 554 983 451 997 115	1434	russ1263
3327	Spanish	stab	apuɲalaɾ	a p u ɲ a l a ɾ	937	apuɲa'laɾ	997 291 868 595 997 554 997 66	1434	stan1288
3328	Bihari	stab	səʈəb	s ə ʈ ə b	3523	səʈəb	89 1022 717 1022 257	1434	mait1250
3329	Polish	stab	pxnɔ̃ʨ#nuʃɛm	p x n ɔ̃ tɕ _ n u ʃ ɛ m	3586	pxnɔ̃ʨ nuʃɛm	291 778 107 915 200 1190 107 868 683 1121 241	1434	poli1260
3330	Italian	stab	akkoltellare	a kː o l t e lː a r e	3590	akkoltel'lare	997 832 887 554 120 1089 545 997 153 1089	1434	ital1282
3331	Greek_Mod	stab	maçe̞ro̞no	m a ç e̞ r o̞ n o	3601	ˌmaçe̞ˈro̞no	241 997 583 1106 153 878 107 887	1434	mode1248
3332	Czech	stab	piːxnoʊ̯t	p iː x n ou t	2974	piːxnoʊ̯t	291 1068 778 107 898 120	1434	czec1258
3333	Swedish	stab	stika	s t i k a	308	'stika	89 120 1076 838 997	1434	swed1254
3334	Portuguese_ST	stab	eʃfɐkiaɾ	e ʃ f ɐ k ia ɾ	3669	eʃfɐkiˈaɾ	1089 683 452 986 838 1138 66	1434	port1283
3335	Catalan	stab	əpunɲəla	ə p u n ɲ ə l a	937	əpunɲə'la	1022 291 868 107 595 1022 554 997	1434	stan1289
#
3336	Catalan	stand	əʃəka	ə ʃ ə k a	3432	əʃə'ka	1022 683 1022 838 997	1442	stan1289
3337	Urdu	stand	kʰəɽe#honə	kʰ ə ɽ e _ h o n ə	3472	kʰəɽe honə	820 1022 703 1089 1190 405 887 107 1022	1442	urdu1245
3338	Czech	stand	staːt	s t aː t	309	staːt	89 120 1004 120	1442	czec1258
3339	German	stand	ʃteːən	ʃ t eː ə n	309	'ʃte:ən	683 120 1091 1022 107	1442	stan1295
3340	Italian	stand	stare#im#pjɛdi	s t a r e _ i m _ p j ɛ d i	309	'stare im 'pjɛdi	89 120 997 153 1089 1190 1076 241 1190 291 570 1121 145 1076	1442	ital1282
3341	Swedish	stand	stoː	s t oː	309	sto:	89 120 880	1442	swed1254
3342	Danish	stand	sd̥ʰɔ	s d̥ʰ ɔ	309	sd̥ʰɔ	89 118 916	1442	dani1285
3343	Dutch_List	stand	stan	s t a n	309	stan	89 120 997 107	1442	dutc1256
3344	English	stand	stænd	s t æ n d	309	stænd	89 120 1087 107 145	1442	stan1293
3345	French	stand	ɛtʀ	ɛ t ʀ	1403	ɛtʀ, ʀɛste dəbu	1121 120 767	1442	stan1290
3346	Greek_Mod	stand	ste̞ko̞me̞	s t e̞ k o̞ m e̞	309	ˈste̞ko̞ˌme̞	89 120 1106 838 878 241 1106	1442	mode1248
3347	Marathi	stand	ubʰə#ɾaɦne	u bʰ ə _ ɾ a ɦ n e	309	'ubʰə ɾaɦ'ne	868 269 1022 1190 66 997 401 107 1089	1442	mara1378
3348	Portuguese_ST	stand	ɨʃtaɾ#ɐ̃j#pɛ	ɨ ʃ t a ɾ _ ɐ̃ j _ p ɛ	2035	ɨʃˈtaɾ ɐ̃j pɛ	983 683 120 997 66 1190 987 570 1190 291 1121	1442	port1283
3349	Russian	stand	stojatʲ	s t o j a tʲ	309	sto'jatʲ	89 120 887 570 997 115	1442	russ1263
3350	Spanish	stand	estaɾ#de#pje	e s t a ɾ _ d e _ p j e	2035	es'taɾ de pje	1089 89 120 997 66 1190 145 1089 1190 291 570 1089	1442	stan1288
3351	Bihari	stand	ʈʰarh#haeəb	ʈʰ a r h _ h a eə b	3527	ʈharh haeəb	725 997 153 405 1190 405 997 1141 257	1442	mait1250
3352	Oriya	stand	ʈʰia	ʈʰ ia	309	ṭhia	725 1138	1442	oriy1255
3353	Oriya	stand	ubʱa	u b̤ a	3577	ubha	868 281 997	1442	oriy1255
3354	Armenian_Mod	stand	kɑngnɛl	k ɑ n ɡ n ɛ l	3368	kɑngˈnɛl	838 952 107 831 107 1121 554	1442	nucl1235
3355	Portuguese_ST	stand	poɾse#dɨ#pɛ	p o ɾ s e _ d ɨ _ p ɛ	3671	poɾse dɨ pɛ	291 887 66 89 1089 1190 145 983 1190 291 1121	1442	port1283
#
3356	Armenian_Mod	star	ɑstəʁ	ɑ s t ə ʁ	131	ˈɑstəʁ	952 89 120 1022 739	1430	nucl1235
3357	Urdu	star	t̪ɑɾə	t̪ ɑ ɾ ə	131	t̪ɑɾə, sɪtɑɾə	382 952 66 1022	1430	urdu1245
3358	Breton_ST	star	steːrɛt	s t eː r ɛ t	131	'ste:rɛt	89 120 1091 153 1121 120	1430	bret1244
3359	Catalan	star	əstɛl	ə s t ɛ l	131	əs'tɛl	1022 89 120 1121 554	1430	stan1289
3360	Czech	star	ɦvjɛzda	ɦ v j ɛ z d a	1177	ɦvjɛzda	401 451 570 1121 80 145 997	1430	czec1258
3361	German	star	ʃtɛrn	ʃ t ɛ r n	131	ʃtɛrn	683 120 1121 153 107	1430	stan1295
3362	Italian	star	stella	s t e lː a	131	'stella	89 120 1089 545 997	1430	ital1282
3363	Swedish	star	ɧɛːrna	ɧ ɛː r n a	131	ˈɧɛːrna	619 1117 153 107 997	1430	swed1254
3364	Danish	star	sd̥ʰjæɐ̯nə	s d̥ʰ j æ ɐ̯ n ə	131	ˈsd̥ʰjæɐ̯nə	89 118 570 1087 985 107 1022	1430	dani1285
3365	Dutch_List	star	stɛr	s t ɛ r	131	stɛr	89 120 1121 153	1430	dutc1256
3366	English	star	stɑː	s t ɑː	131	stɑ:	89 120 954	1430	stan1293
3367	French	star	etwal	e t w a l	131	etwal	1089 120 462 997 554	1430	stan1290
3368	Greek_Mod	star	astro̞	a s t r o̞	131	ˈastro̞	997 89 120 153 878	1430	mode1248
3369	Marathi	star	taɾa	t a ɾ a	131	taɾa	120 997 66 997	1430	mara1378
3370	Polish	star	ɡvʲazda	ɡ vʲ a z d a	1177	ˈɡvʲazda	831 434 997 80 145 997	1430	poli1260
3371	Portuguese_ST	star	ɨʃtɾelɐ	ɨ ʃ t ɾ e l ɐ	131	ɨʃˈtɾelɐ	983 683 120 66 1089 554 986	1430	port1283
3372	Russian	star	zvʲezda	z vʲ e z d a	1177	zvʲez'da	80 434 1089 80 145 997	1430	russ1263
3373	Spanish	star	estɾeʎa	e s t ɾ e ʎ a	131	es'tɾeʎa	1089 89 120 66 1089 588 997	1430	stan1288
3374	Bihari	star	ʈara	ʈ a r a	131	ʈara	717 997 153 997	1430	mait1250
3375	Oriya	star	tara	t a r a	131	tara	120 997 153 997	1430	oriy1255
3376	Marathi	star	tsãndəniː	t s ã n d ə n iː	3670	'tsãndəni:	120 89 1014 107 145 1022 107 1068	1430	mara1378
#
3377	Urdu	stick	ɖənɖɑ	ɖ ə n ɖ ɑ	1680	ɖənɖɑ	721 1022 107 721 952	1295	urdu1245
3378	Breton_ST	stick	baːs	b aː s	1404	ba:s	257 1004 89	1295	bret1244
3379	German	stick	ʃtɔk	ʃ t ɔ k	310	ʃtɔk	683 120 916 838	1295	stan1295
3380	Italian	stick	bastone	b a s t o n e	1404	bas'tone	257 997 89 120 887 107 1089	1295	ital1282
3381	Swedish	stick	kvist	k v i s t	3491	kvist	838 451 1076 89 120	1295	swed1254
3382	Danish	stick	sd̥ʰʌg̥ʰ	s d̥ʰ ʌ ɡ̥ʰ	310	sd̥ʰʌg̥ʰ	89 118 960 812	1295	dani1285
3383	Dutch_List	stick	stɔk	s t ɔ k	310	stɔk	89 120 916 838	1295	dutc1256
3384	English	stick	stɪk	s t ɪ k	310	stɪk	89 120 1110 838	1295	stan1293
3385	French	stick	bɑtɔ̃	b ɑ t ɔ̃	1404	bɑtɔ̃	257 952 120 915	1295	stan1290
3386	Russian	stick	palka	p a l k a	1213	'palka	291 997 554 838 997	1295	russ1263
3387	Spanish	stick	palo	p a l o	2036	'palo	291 997 554 887	1295	stan1288
3388	Bihari	stick	cʰə̃ri	cʰ ə̃ r i	2977	chə̃ri	604 1020 153 1076	1295	mait1250
3389	Czech	stick	ɦuːl	ɦ uː l	1291	ɦuːl	401 860 554	1295	czec1258
3390	Oriya	stick	laʈʰi	l a ʈʰ i	737	laṭhi	554 997 725 1076	1295	oriy1255
3391	Polish	stick	laska	l a s k a	3596	ˈlaska	554 997 89 838 997	1295	poli1260
3392	Greek_Mod	stick	ravði	r a v ð i	3602	raˈvði	153 997 451 419 1076	1295	mode1248
3393	Armenian_Mod	stick	pʰɑɪ̯t	pʰ ai t	3340	pʰɑɪ̯t	264 1037 120	1295	nucl1235
3394	Marathi	stick	kaʈʰiː	k a ʈʰ iː	2977	kaʈʰi:	838 997 725 1068	1295	mara1378
3395	Portuguese_ST	stick	bɐʃtɐ̃uː	b ɐ ʃ t ɐ̃ uː	1404	bɐʃˈtɐ̃ũ	257 986 683 120 987 860	1295	port1283
3396	Catalan	stick	gərɔt	ɡ ə r ɔ t	3689	gə'rɔt	831 1022 153 916 120	1295	stan1289
#
3397	Armenian_Mod	stone	kʰɑɾ	kʰ ɑ ɾ	651	kʰɑɾ	820 952 66	857	nucl1235
3398	Catalan	stone	peðɾə	p e ð ɾ ə	938	ˈpeðɾə	291 1089 419 66 1022	857	stan1289
3399	Czech	stone	kaːmɛn	k aː m ɛ n	1179	kaːmɛn	838 1004 241 1121 107	857	czec1258
3400	Breton_ST	stone	mẽn	m ẽ n	1067	mẽn	241 1090 107	857	bret1244
3401	German	stone	ʃtain	ʃ t ai n	311	ʃta‿in	683 120 1037 107	857	stan1295
3402	Italian	stone	pjɛtra	p j ɛ t r a	938	'pjɛtra	291 570 1121 120 153 997	857	ital1282
3403	Swedish	stone	steːn	s t eː n	311	ste:n	89 120 1091 107	857	swed1254
3404	Greek_Mod	stone	pe̞tra	p e̞ t r a	1546	ˈpe̞tra	291 1106 120 153 997	857	mode1248
3405	Polish	stone	kamʲɛɲ	k a mʲ ɛ ɲ	1179	ˈkamʲɛɲ	838 997 242 1121 595	857	poli1260
3406	Portuguese_ST	stone	pɛdɾɐ	p ɛ d ɾ ɐ	938	ˈpɛdɾɐ	291 1121 145 66 986	857	port1283
3407	Russian	stone	kamʲenʲ	k a mʲ e nʲ	1179	'kamʲenʲ	838 997 242 1089 101	857	russ1263
