ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_COGNATE_CLASS	PARTIAL	PARTIALID	CLPA	CONCEPTICON_ID	GLOTTOLOG
77	Chengdu	thunder (verb)	ta⁵³nwej³¹	t a ⁵³ n w e j ³¹	478	打雷	打雷	27 25	120 997 1185 107 462 1089 570 1162	2378	mand1415
78	Chengdu	thunder (verb)	ɕjaŋ⁵³nwej³¹	ɕ j a ŋ ⁵³ n w e j ³¹	448	响雷	响雷	24 25	204 570 997 801 1185 107 462 1089 570 1162	2378	mand1415
79	Taoyuan	thunder (verb)	xjɒ̃⁵³xwəʔ²lwej¹¹	x j ɒ̃ ∼ ⁵³ x w ə ʔ ² l w e j ¹¹	450	响忽雷	响忽雷	24 32 25	778 570 902 1191 1185 778 462 1022 409 1149 554 462 1089 570 1169	2378	hakk1236
80	Shexian	thunder (verb)	ta³⁵pʰɛ²¹lɛ	t a ³⁵ pʰ ɛ ²¹ l ɛ	479	打霹雳	打霹雳	27 33 34	120 997 1165 264 1121 1152 554 1121	2378	hui1242
81	Shexian	thunder (verb)	ta³⁵tʰe³¹lɛ⁴⁴	t a ³⁵ tʰ e ³¹ l ɛ ⁴⁴	480	打天雷	打天雷	27 35 25	120 997 1165 138 1089 1162 554 1121 1178	2378	hui1242
82	Beijing	thunder (verb)	ta²¹⁴lej³⁵	t a ²¹⁴ l e j ³⁵	478	打雷	打雷	27 25	120 997 1155 554 1089 570 1165	2378	mand1415
83	Kunming	thunder (verb)	ʂə̃⁴⁴lwej³¹	ʂ ə̃ ∼ ⁴⁴ l w e j ³¹	577	升雷	升雷	36 25	705 1020 1191 1178 554 462 1089 570 1162	2378	mand1415
84	Shanghai	thunder (verb)	le¹³ɕjã³⁴	l e ¹³ ɕ j ã ∼ ³⁴	462	雷响	雷响	25 24	554 1089 1168 204 570 1014 1191 1164	2378	wuch1236
85	Shanghai	thunder (verb)	tã³⁵le²³	t ã ∼ ³⁵ l e ²³	478	打雷	打雷	27 25	120 1014 1191 1165 554 1089 1151	2378	wuch1236
#
2310	Meixian	tiny	ju⁵³	j u ⁵³	217	幼	幼	1205	570 868 1185	1246	hakk1236
2311	Changsha	tiny	si⁵⁵	s i ⁵⁵	218	细	细	1206	89 1076 1189	1246	xian1251
2312	Guiyang	tiny	ɕi²¹³	ɕ i ²¹³	218	细	细	1206	204 1076 1154	1246	mand1415
2313	Hefei	tiny	sɿ⁵³	s ɿ ⁵³	218	细	细	1206	89 945 1185	1246	mand1415
2314	Jinan	tiny	ɕi²¹	ɕ i ²¹	218	细	细	1206	204 1076 1152	1246	mand1415
2315	Hangzhou	tiny	ɕi⁴⁴⁵	ɕ i ⁴⁴⁵	218	细	细	1206	204 1076 1180	1246	wuch1236
2316	Nanchang	tiny	ɕi⁴⁵	ɕ i ⁴⁵	218	细	细	1206	204 1076 1181	1246	ganc1239
2317	Chengdu	tiny	ɕi¹³	ɕ i ¹³	218	细	细	1206	204 1076 1168	1246	mand1415
2318	Taoyuan	tiny	ɕi⁴⁵	ɕ i ⁴⁵	218	细	细	1206	204 1076 1181	1246	hakk1236
2319	Shexian	tiny	si³²⁴	s i ³²⁴	218	细	细	1206	89 1076 1160	1246	hui1242
2320	Beijing	tiny	ɕi⁵¹	ɕ i ⁵¹	218	细	细	1206	204 1076 1186	1246	mand1415
2321	Kunming	tiny	ɕi²¹²	ɕ i ²¹²	218	细	细	1206	204 1076 1153	1246	mand1415
2322	Shanghai	tiny	ɕi³⁵	ɕ i ³⁵	218	细	细	1206	204 1076 1165	1246	wuch1236
#
236	Meixian	today	kim⁴⁴ŋit¹	k i m ⁴⁴ ŋ i t ¹	1130	今日	今日	93 94	838 1076 241 1178 801 1076 120 1166	1283	hakk1236
237	Changsha	today	ʨin³³t͡ʂaw³³	tɕ i n ³³ ʈʂ a w ³³	1131	今朝	今朝	93 95	200 1076 107 1161 699 997 462 1161	1283	xian1251
238	Changsha	today	ʨin³³ʐʅ²⁴	tɕ i n ³³ ʐ ʅ ²⁴	1130	今日	今日	93 94	200 1076 107 1161 706 977 1156	1283	xian1251
239	Guiyang	today	ʨin⁵⁵tʰjan⁵⁵	tɕ i n ⁵⁵ tʰ j a n ⁵⁵	1132	今天	今天	93 96	200 1076 107 1189 138 570 997 107 1189	1283	mand1415
240	Guiyang	today	ʦen⁵⁵tʰjan⁵⁵	ts e n ⁵⁵ tʰ j a n ⁵⁵	1172	真天	真天	97 96	15 1089 107 1189 138 570 997 107 1189	1283	mand1415
241	Xiamen	today	kin⁵⁵na⁵³lit⁵	k i n ⁵⁵ n a ⁵³ l i t ⁵	1133	今仔日	今仔日	93 98 94	838 1076 107 1189 107 997 1185 554 1076 120 1183	1283	minn1241
242	Hefei	today	ʨi²¹kə	tɕ i ²¹ k ə	1180	皆个	皆个	99 100	200 1076 1152 838 1022	1283	mand1415
243	Jinan	today	ʨjẽ²¹³tʰjã²¹³	tɕ j ẽ ∼ ²¹³ tʰ j ã ∼ ²¹³	1132	今天	今天	93 96	200 570 1090 1191 1154 138 570 1014 1191 1154	1283	mand1415
244	Jinan	today	ʨi²¹³mer	tɕ i ²¹³ m e r	1129	今们儿	今们	93 101	200 1076 1154 241 1089 153	1283	mand1415
245	Hangzhou	today	ken³³ʦɔ³³	k e n ³³ ts ɔ ³³	20	根朝	根朝	102 95	838 1089 107 1161 15 916 1161	1283	wuch1236
246	Guangzhou	today	kɐm⁵³jɐt²	k ɐ m ⁵³ j ɐ t ²	1130	今日	今日	93 94	838 986 241 1185 570 986 120 1149	1283	yuec1235
247	Nanchang	today	ʨin⁴²ȵiʔ⁰²	tɕ i n ⁴² nʲ i ʔ ⁰²	1130	今日	今日	93 94	200 1076 107 1175 101 1076 409 1172	1283	ganc1239
248	Chengdu	today	ʨin⁵⁵tʰjan⁵⁵	tɕ i n ⁵⁵ tʰ j a n ⁵⁵	1132	今天	今天	93 96	200 1076 107 1189 138 570 997 107 1189	1283	mand1415
249	Taoyuan	today	ʨjəŋ¹¹zəŋ²	tɕ j ə ŋ ¹¹ z ə ŋ ²	1130	今日	今日	93 94	200 570 1022 801 1169 80 1022 801 1149	1283	hakk1236
250	Taoyuan	today	ʨjəŋ¹¹tʰje¹¹	tɕ j ə ŋ ¹¹ tʰ j e ¹¹	1132	今天	今天	93 96	200 570 1022 801 1169 138 570 1089 1169	1283	hakk1236
251	Shexian	today	ʦʰo²²ni²²	tsʰ o ²² n i ²²	31	昨日	昨日	103 94	13 887 1150 107 1076 1150	1283	hui1242
252	Shexian	today	ʦʰo²²ʨjɔ³¹	tsʰ o ²² tɕ j ɔ ³¹	32	昨朝	昨朝	103 95	13 887 1150 200 570 916 1162	1283	hui1242
253	Beijing	today	ʨjər⁵⁵kə²	tɕ j ə r ⁵⁵ k ə ²	1128	今儿个	今个	93 100	200 570 1022 153 1189 838 1022 1149	1283	mand1415
254	Kunming	today	ʨjə⁴⁴ʐʅ³¹	tɕ j ə ⁴⁴ ʐ ʅ ³¹	1130	今儿日	今日	93 94	200 570 1022 1178 706 977 1162	1283	mand1415
255	Shanghai	today	ʨiŋ⁵³ʦɔ⁵³	tɕ i ŋ ⁵³ ts ɔ ⁵³	1131	今朝	今朝	93 95	200 1076 801 1185 15 916 1185	1283	wuch1236
#
2743	Xiamen	twenty	ljap⁵	l j a p ⁵	345	廿	廿	1339	554 570 997 291 1183	1710	minn1241
2744	Guangzhou	twenty	ja²²	j a ²²	345	廿	廿	1339	570 997 1150	1710	yuec1235
2745	Shexian	twenty	lja³⁵ɕi²²	l j a ³⁵ ɕ i ²²	346	两拾	两拾	1340 1341	554 570 997 1165 204 1076 1150	1710	hui1242
2746	Shanghai	twenty	ȵje¹³ne¹³	nʲ j e ¹³	347	念	念	1342	101 570 1089 1168	1710	wuch1236
#
2591	Meixian	two	ŋi⁵³	ŋ i ⁵³	333	二	二	1326	801 1076 1185	1498	hakk1236
2592	Changsha	two	ə¹¹	ə ¹¹	333	二	二	1326	1022 1169	1498	xian1251
2593	Guiyang	two	ɚ²¹³	ə˞ ²¹³	333	二	二	1326	1026 1154	1498	mand1415
2594	Xiamen	two	nŋ̍²²	n ŋ̍ ²²	334	两	两	1327	107 798 1150	1498	minn1241
2595	Xiamen	two	li²²	l i ²²	333	二	二	1326	554 1076 1150	1498	minn1241
2596	Hefei	two	a⁵³	a ⁵³	333	二	二	1326	997 1185	1498	mand1415
2597	Jinan	two	ər²¹	ə r ²¹	333	二	二	1326	1022 153 1152	1498	mand1415
2598	Hangzhou	two	əl⁴⁴⁵	ə l ⁴⁴⁵	333	二	二	1326	1022 554 1180	1498	wuch1236
2599	Guangzhou	two	ji²²	j i ²²	333	二	二	1326	570 1076 1150	1498	yuec1235
2600	Nanchang	two	ɵ²¹	ɵ ²¹	333	二	二	1326	970 1152	1498	ganc1239
2601	Chengdu	two	ər¹³	ə r ¹³	333	二	二	1326	1022 153 1168	1498	mand1415
2602	Taoyuan	two	ər⁴⁵	ə r ⁴⁵	333	二	二	1326	1022 153 1181	1498	hakk1236
2603	Shexian	two	lja³⁵	l j a ³⁵	333	二	二	1326	554 570 997 1165	1498	hui1242
2604	Beijing	two	ər⁵¹	ə r ⁵¹	333	二	二	1326	1022 153 1186	1498	mand1415
2605	Kunming	two	ə²¹²	ə ²¹²	333	二	二	1326	1022 1153	1498	mand1415
2606	Shanghai	two	ȵi¹³	nʲ i ¹³	333	二	二	1326	101 1076 1168	1498	wuch1236
#
2775	Meixian	two ounces	ljoŋ³¹ljoŋ⁴⁴	l j o ŋ ³¹ l j o ŋ ⁴⁴	350	两两	两两	1347 1347	554 570 887 801 1162 554 570 887 801 1178	2180	hakk1236
2776	Changsha	two ounces	ə¹¹ljan⁴¹	ə ¹¹ l j a n ⁴¹	352	二两	二两	1348 1347	1022 1169 554 570 997 107 1177	2180	xian1251
2777	Guiyang	two ounces	ɚ²¹³ljaŋ⁴²	ə˞ ²¹³ l j a ŋ ⁴²	352	二两	二两	1348 1347	1026 1154 554 570 997 801 1175	2180	mand1415
2778	Xiamen	two ounces	nŋ̍²²nŋ̍²²	n ŋ̍ ²² n ŋ̍ ²²	351	两里	两里	1347 1349	107 798 1150 107 798 1150	2180	minn1241
2779	Hefei	two ounces	a⁵³ljɑ̃²⁴	a ⁵³ l j ɑ̃ ∼ ²⁴	352	二两	二两	1348 1347	997 1185 554 570 951 1191 1156	2180	mand1415
2780	Jinan	two ounces	ər²¹ljaŋ	ə r ²¹ l j a ŋ	352	二两	二两	1348 1347	1022 153 1152 554 570 997 801	2180	mand1415
2781	Hangzhou	two ounces	əl⁴⁴⁵ljɑŋ⁵³	ə l ⁴⁴⁵ l j ɑ ŋ ⁵³	352	二两	二两	1348 1347	1022 554 1180 554 570 952 801 1185	2180	wuch1236
2782	Guangzhou	two ounces	ji²²lœŋ³⁵	j i ²² l œ ŋ ³⁵	352	二两	二两	1348 1347	570 1076 1150 554 1059 801 1165	2180	yuec1235
2783	Nanchang	two ounces	ɵ²¹ljɔŋ²¹³	ɵ ²¹ l j ɔ ŋ ²¹³	352	二两	二两	1348 1347	970 1152 554 570 916 801 1154	2180	ganc1239
2784	Chengdu	two ounces	ər¹³njaŋ⁵³	ə r ¹³ n j a ŋ ⁵³	352	二两	二两	1348 1347	1022 153 1168 107 570 997 801 1185	2180	mand1415
2785	Taoyuan	two ounces	ər⁴⁵ljɒ̃⁵³	ə r ⁴⁵ l j ɒ̃ ∼ ⁵³	352	二两	二两	1348 1347	1022 153 1181 554 570 902 1191 1185	2180	hakk1236
2786	Shexian	two ounces	ɛ²²lja³⁵	ɛ ²² l j a ³⁵	352	二两	二两	1348 1347	1121 1150 554 570 997 1165	2180	hui1242
2787	Beijing	two ounces	ər⁵¹ljɑŋ²¹⁴	ə r ⁵¹ l j ɑ ŋ ²¹⁴	352	二两	二两	1348 1347	1022 153 1186 554 570 952 801 1155	2180	mand1415
2788	Kunming	two ounces	ə²¹²ljᴀ̃⁵³	ə ²¹² l j ã ∼ ⁵³	352	二两	二两	1348 1347	1022 1153 554 570 1014 1191 1185	2180	mand1415
2789	Shanghai	two ounces	ȵi¹³ljã¹³	nʲ i ¹³ l j ã ∼ ¹³	352	二两	二两	1348 1347	101 1076 1168 554 570 1014 1191 1168	2180	wuch1236
#
1980	Meixian	under	ha⁴⁴poj⁵³	h a ⁴⁴ p o j ⁵³	113	下背	下背	1106 1107	405 997 1178 291 887 570 1185	1485	hakk1236
1981	Changsha	under	ɕja¹¹mjẽ	ɕ j a ¹¹ m j ẽ ∼	114	下面	下面	1106 1108	204 570 997 1169 241 570 1090 1191	1485	xian1251
1982	Changsha	under	ʨjo²⁴xa¹¹	tɕ j o ²⁴ x a ¹¹	121	脚下	脚下	1109 1106	200 570 887 1156 778 997 1169	1485	xian1251
1983	Changsha	under	ti⁴¹xa¹¹	t i ⁴¹ x a ¹¹	125	底下	底下	1110 1106	120 1076 1177 778 997 1169	1485	xian1251
1984	Changsha	under	ɕja¹¹təw	ɕ j a ¹¹ t ə w	116	下头	下头	1106 1111	204 570 997 1169 120 1022 462	1485	xian1251
1985	Guiyang	under	ɕja²¹³tʰəw⁵⁵	ɕ j a ²¹³ tʰ ə w ⁵⁵	116	下头	下头	1106 1111	204 570 997 1154 138 1022 462 1189	1485	mand1415
1986	Guiyang	under	ʨjo²¹ʨjo⁵⁵	tɕ j o ²¹ tɕ j o ⁵⁵	122	脚脚	脚脚	1109 1109	200 570 887 1152 200 570 887 1189	1485	mand1415
1987	Xiamen	under	e²²twe	e ²² t w e	115	下底	下底	1106 1110	1089 1150 120 462 1089	1485	minn1241
1988	Xiamen	under	e²²bin²²	e ²² b i n ²²	114	下面	下面	1106 1108	1089 1150 257 1076 107 1150	1485	minn1241
1989	Hefei	under	ʦɿ²⁴ɕja	ts ɿ ²⁴ ɕ j a	125	底下	底下	1110 1106	15 945 1156 204 570 997	1485	mand1415
1990	Jinan	under	ɕja²¹tʰow	ɕ j a ²¹ tʰ o w	116	下头	下头	1106 1111	204 570 997 1152 138 887 462	1485	mand1415
1991	Jinan	under	ɕja²¹pjɛr	ɕ j a ²¹ p j ɛ r	117	下边儿	下边	1106 1112	204 570 997 1152 291 570 1121 153	1485	mand1415
1992	Jinan	under	ti⁵⁵ɕja	t i ⁵⁵ ɕ j a	125	底下	底下	1110 1106	120 1076 1189 204 570 997	1485	mand1415
1993	Hangzhou	under	ɦjɑ¹³ti⁵³	ɦ j ɑ ¹³ t i ⁵³	115	下底	下底	1106 1110	401 570 952 1168 120 1076 1185	1485	wuch1236
1994	Guangzhou	under	ha²²pin²²	h a ²² p i n ²²	118	下便	下便	1106 1113	405 997 1150 291 1076 107 1150	1485	yuec1235
1995	Guangzhou	under	ha²²tɐj⁵⁵	h a ²² t ɐ j ⁵⁵	119	下低	下低	1106 1114	405 997 1150 120 986 570 1189	1485	yuec1235
1996	Nanchang	under	hɑ²¹tʰɛw⁰²	h ɑ ²¹ tʰ ɛ w ⁰²	116	下头	下头	1106 1111	405 952 1152 138 1121 462 1172	1485	ganc1239
1997	Nanchang	under	tiʔ⁵kɑ²¹	t i ʔ ⁵ k ɑ ²¹	125	底下	底下	1110 1106	120 1076 409 1183 838 952 1152	1485	ganc1239
1998	Chengdu	under	ɕja¹³tʰəw³¹	ɕ j a ¹³ tʰ ə w ³¹	116	下头	下头	1106 1111	204 570 997 1168 138 1022 462 1162	1485	mand1415
1999	Chengdu	under	ɕja¹³pjan⁵⁵	ɕ j a ¹³ p j a n ⁵⁵	117	下边	下边	1106 1112	204 570 997 1168 291 570 997 107 1189	1485	mand1415
2000	Chengdu	under	ɕja¹³mjan¹³	ɕ j a ¹³ m j a n ¹³	114	下面	下面	1106 1108	204 570 997 1168 241 570 997 107 1168	1485	mand1415
2001	Chengdu	under	ti⁵³ɕja¹³	t i ⁵³ ɕ j a ¹³	125	底下	底下	1110 1106	120 1076 1185 204 570 997 1168	1485	mand1415
2002	Taoyuan	under	xa⁴⁵tʰəw⁵³	x a ⁴⁵ tʰ ə w ⁵³	116	下头	下头	1106 1111	778 997 1181 138 1022 462 1185	1485	hakk1236
2003	Taoyuan	under	ti⁵³xa⁴⁵	t i ⁵³ x a ⁴⁵	125	底下	底下	1110 1106	120 1076 1185 778 997 1181	1485	hakk1236
2004	Shexian	under	xa³⁵tʰju⁴⁴	x a ³⁵ tʰ j u ⁴⁴	116	下头	下头	1106 1111	778 997 1165 138 570 868 1178	1485	hui1242
2005	Beijing	under	ɕja⁵¹tʰow¹	ɕ j a ⁵¹ tʰ o w ¹	116	下头	下头	1106 1111	204 570 997 1186 138 887 462 1166	1485	mand1415
2006	Beijing	under	ɕja⁵¹pjar¹	ɕ j a ⁵¹ p j a r ¹	117	下边儿	下边	1106 1112	204 570 997 1186 291 570 997 153 1166	1485	mand1415
2007	Kunming	under	ɕjᴀ²¹²ʂəw	ɕ j a ²¹² ʂ ə w	120	下首	下首	1106 1115	204 570 997 1153 705 1022 462	1485	mand1415
2008	Kunming	under	ti⁵³ɕjɛ²¹²	t i ⁵³ ɕ j ɛ ²¹²	126	底些	底些	1110 1116	120 1076 1185 204 570 1121 1153	1485	mand1415
2009	Shanghai	under	ɦo¹³dɤ¹³	ɦ o ¹³ d ɤ ¹³	116	下头	下头	1106 1111	401 887 1168 145 947 1168	1485	wuch1236
2010	Shanghai	under	ɦo¹³ti³⁵	ɦ o ¹³ t i ³⁵	115	下底	下底	1106 1110	401 887 1168 120 1076 1165	1485	wuch1236
#
2177	Meixian	watery	tʰam⁴⁴	tʰ a m ⁴⁴	191	淡	淡	1180	138 997 241 1178	2181	hakk1236
2178	Changsha	watery	tan¹¹	t a n ¹¹	191	淡	淡	1180	120 997 107 1169	2181	xian1251
2179	Guiyang	watery	tan²¹³	t a n ²¹³	191	淡	淡	1180	120 997 107 1154	2181	mand1415
2180	Hefei	watery	tæ̃⁵³	t æ̃ ∼ ⁵³	191	淡	淡	1180	120 1086 1191 1185	2181	mand1415
2181	Jinan	watery	tã²¹	t ã ∼ ²¹	191	淡	淡	1180	120 1014 1191 1152	2181	mand1415
2182	Jinan	watery	tʰjã⁴²	tʰ j ã ∼ ⁴²	192	甜	甜	1181	138 570 1014 1191 1175	2181	mand1415
2183	Hangzhou	watery	dᴇ̃¹³	d ɛ̃ ∼ ¹³	191	淡	淡	1180	145 1123 1191 1168	2181	wuch1236
2184	Guangzhou	watery	tʰam²³	tʰ a m ²³	191	淡	淡	1180	138 997 241 1151	2181	yuec1235
2185	Nanchang	watery	tʰan²¹	tʰ a n ²¹	191	淡	淡	1180	138 997 107 1152	2181	ganc1239
2186	Chengdu	watery	tan¹³	t a n ¹³	191	淡	淡	1180	120 997 107 1168	2181	mand1415
2187	Taoyuan	watery	kwa⁵³	k w a ⁵³	193	寡	寡	1182	838 462 997 1185	2181	hakk1236
2188	Taoyuan	watery	tʰje¹¹	tʰ j e ¹¹	192	甜	甜	1181	138 570 1089 1169	2181	hakk1236
2189	Shexian	watery	tɛ³⁵	t ɛ ³⁵	191	淡	淡	1180	120 1121 1165	2181	hui1242
2190	Beijing	watery	tan⁵¹	t a n ⁵¹	191	淡	淡	1180	120 997 107 1186	2181	mand1415
2191	Kunming	watery	tᴀ̃²¹²	t ã ∼ ²¹²	191	淡	淡	1180	120 1014 1191 1153	2181	mand1415
2192	Shanghai	watery	de¹³	d e ¹³	191	淡	淡	1180	145 1089 1168	2181	wuch1236
#
1565	Changsha	we	ŋo⁴¹mən	ŋ o ⁴¹ m ə n	1043	我们	我们	840 841	801 887 1177 241 1022 107	1212	xian1251
1566	Changsha	we	ŋəw²⁴u²⁴li	ŋ ə w ²⁴ u ²⁴ l i	1044	我屋里	我屋里	840 842 843	801 1022 462 1156 868 1156 554 1076	1212	xian1251
1567	Guiyang	we	ŋo⁴²men⁵⁵	ŋ o ⁴² m e n ⁵⁵	1043	我们	我们	840 841	801 887 1175 241 1089 107 1189	1212	mand1415
1568	Xiamen	we	gun⁵³	ɡ u n ⁵³	1047	阮	阮	844	831 868 107 1185	1212	minn1241
1569	Hefei	we	ʊ²⁴mən	ʊ ²⁴ m ə n	1043	我们	我们	840 841	904 1156 241 1022 107	1212	mand1415
1570	Jinan	we	və⁵⁵mẽ	v ə ⁵⁵ m ẽ ∼	1043	我们	我们	840 841	451 1022 1189 241 1090 1191	1212	mand1415
1571	Jinan	we	ŋã⁵⁵	ŋ ã ∼ ⁵⁵	1048	俺	俺	845	801 1014 1191 1189	1212	mand1415
1572	Jinan	we	ŋã⁵⁵mẽ	ŋ ã ∼ ⁵⁵ m ẽ ∼	1049	俺们	俺们	845 841	801 1014 1191 1189 241 1090 1191	1212	mand1415
1573	Jinan	we	ŋã⁵⁵t͡ʂə²¹xwə⁵⁵	ŋ ã ∼ ⁵⁵ ʈʂ ə ²¹ x w ə ⁵⁵	1050	俺这伙	俺这伙	845 846 847	801 1014 1191 1189 699 1022 1152 778 462 1022 1189	1212	mand1415
1574	Hangzhou	we	ŋo⁵³men²¹³	ŋ o ⁵³ m e n ²¹³	1043	我们	我们	840 841	801 887 1185 241 1089 107 1154	1212	wuch1236
1575	Nanchang	we	ŋo²¹³mɨn⁰⁴	ŋ o ²¹³ m ɨ n ⁰⁴	1043	我们	我们	840 841	801 887 1154 241 983 107 1173	1212	ganc1239
1576	Nanchang	we	ŋo²¹³ko⁰⁴li⁰⁴	ŋ o ²¹³ k o ⁰⁴ l i ⁰⁴	1045	我箇里	我箇里	840 848 843	801 887 1154 838 887 1173 554 1076 1173	1212	ganc1239
1577	Chengdu	we	ŋo⁵³mən³¹	ŋ o ⁵³ m ə n ³¹	1043	我们	我们	840 841	801 887 1185 241 1022 107 1162	1212	mand1415
1578	Taoyuan	we	ɣɤ⁵³məʔ	ɣ ɤ ⁵³ m ə ʔ	1043	我们	我们	840 841	780 947 1185 241 1022 409	1212	hakk1236
1579	Taoyuan	we	æ̃⁵³məʔ	æ̃ ∼ ⁵³ m ə ʔ	1049	俺们	俺们	845 841	1086 1191 1185 241 1022 409	1212	hakk1236
1580	Shexian	we	a³¹jʌ̃⁴⁴	a ³¹ j ʌ̃ ∼ ⁴⁴	1051	卬人	卬人	849 850	997 1162 570 957 1191 1178	1212	hui1242
1581	Beijing	we	wom̩	w o ⁰ m̩	1043	我们	我们	840 841	462 887 1171 235	1212	mand1415
1582	Beijing	we	m̩²¹⁴mə⁴	m̩ ²¹⁴ m ə ⁴	1053	呣们	呣们	851 841	235 1155 241 1022 1174	1212	mand1415
1583	Kunming	we	o⁵³mə⁴⁴	o ⁵³ m ə ⁴⁴	1043	我们	我们	840 841	887 1185 241 1022 1178	1212	mand1415
1584	Shanghai	we	aʔ⁵la⁵³	a ʔ ⁵ l a ⁵³	1054	阿拉	阿拉	852 853	997 409 1183 554 997 1185	1212	wuch1236
1585	Shanghai	we	ŋu¹³ȵi¹³	ŋ u ¹³ nʲ i ¹³	1046	我伲	我伲	840 854	801 868 1168 101 1076 1168	1212	wuch1236
#
2265	Meixian	well smelling	hjoŋ⁴⁴	h j o ŋ ⁴⁴	211	香	香	1199	405 570 887 801 1178	376	hakk1236
2266	Changsha	well smelling	ɕjan³³	ɕ j a n ³³	211	香	香	1199	204 570 997 107 1161	376	xian1251
2267	Guiyang	well smelling	ɕjaŋ⁵⁵	ɕ j a ŋ ⁵⁵	211	香	香	1199	204 570 997 801 1189	376	mand1415
2268	Xiamen	well smelling	pʰaŋ⁵⁵	pʰ a ŋ ⁵⁵	212	芳	芳	1200	264 997 801 1189	376	minn1241
2269	Hefei	well smelling	ɕjɑ̃²¹	ɕ j ɑ̃ ∼ ²¹	211	香	香	1199	204 570 951 1191 1152	376	mand1415
2270	Jinan	well smelling	ɕjaŋ²¹³	ɕ j a ŋ ²¹³	211	香	香	1199	204 570 997 801 1154	376	mand1415
2271	Hangzhou	well smelling	ɕjɑŋ³³	ɕ j ɑ ŋ ³³	211	香	香	1199	204 570 952 801 1161	376	wuch1236
2272	Guangzhou	well smelling	hœŋ⁵³	h œ ŋ ⁵³	211	香	香	1199	405 1059 801 1185	376	yuec1235
2273	Nanchang	well smelling	ɕjɔŋ⁴²	ɕ j ɔ ŋ ⁴²	211	香	香	1199	204 570 916 801 1175	376	ganc1239
2274	Chengdu	well smelling	ɕjaŋ⁵⁵	ɕ j a ŋ ⁵⁵	211	香	香	1199	204 570 997 801 1189	376	mand1415
2275	Taoyuan	well smelling	ɕjɒ̃¹¹	ɕ j ɒ̃ ∼ ¹¹	211	香	香	1199	204 570 902 1191 1169	376	hakk1236
2276	Shexian	well smelling	ɕja³¹	ɕ j a ³¹	211	香	香	1199	204 570 997 1162	376	hui1242
2277	Beijing	well smelling	ɕjɑŋ⁵⁵	ɕ j ɑ ŋ ⁵⁵	211	香	香	1199	204 570 952 801 1189	376	mand1415
2278	Kunming	well smelling	ɕjᴀ̃⁴⁴	ɕ j ã ∼ ⁴⁴	211	香	香	1199	204 570 1014 1191 1178	376	mand1415
2279	Shanghai	well smelling	ɕjã⁵³	ɕ j ã ∼ ⁵³	211	香	香	1199	204 570 1014 1191 1185	376	wuch1236
#
1654	Meixian	what	mak¹ke⁵³	m a k ¹ k e ⁵³	1088	脈个	脈个	898 899	241 997 838 1166 838 1089 1185	1236	hakk1236
1655	Changsha	what	mo⁴¹ʦɿ	m o ⁴¹ ts ɿ	1098	么子	么子	900 901	241 887 1177 15 945	1236	xian1251
1656	Guiyang	what	laŋ⁴²ʦɿ⁴²	l a ŋ ⁴² ts ɿ ⁴²	1100	朗子	朗子	902 901	554 997 801 1175 15 945 1175	1236	mand1415
1657	Guiyang	what	la⁴²jaŋ²¹³	l a ⁴² j a ŋ ²¹³	1101	那样	那样	903 904	554 997 1175 570 997 801 1154	1236	mand1415
1658	Hefei	what	xəŋ²⁴kə	x ə ŋ ²⁴ k ə	1102	哄个	哄个	905 899	778 1022 801 1156 838 1022	1236	mand1415
1659	Jinan	what	mər⁴²	m ə r ⁴²	1097	么儿	么	900	241 1022 153 1175	1236	mand1415
1660	Jinan	what	mə⁴²	m ə ⁴²	1097	么	么	900	241 1022 1175	1236	mand1415
1661	Jinan	what	ʂəŋ⁴²mə	ʂ ə ŋ ⁴² m ə	1103	什么	什么	906 900	705 1022 801 1175 241 1022	1236	mand1415
1662	Hangzhou	what	sɑ⁵³ɕi³³	s ɑ ⁵³ ɕ i ³³	1107	啥西	啥西	907 908	89 952 1185 204 1076 1161	1236	wuch1236
1663	Guangzhou	what	mɐt⁵	m ɐ t ⁵	1108	乜	乜	909	241 986 120 1183	1236	yuec1235
1664	Guangzhou	what	mɐt⁵jɛ²³	m ɐ t ⁵ j ɛ ²³	1109	乜嘢	乜嘢	909 910	241 986 120 1183 570 1121 1151	1236	yuec1235
1665	Nanchang	what	sɨʔ⁵li⁰²	s ɨ ʔ ⁵ l i ⁰²	1104	什哩	什哩	906 911	89 983 409 1183 554 1076 1172	1236	ganc1239
1666	Chengdu	what	sa¹³ʦɿ⁵³	s a ¹³ ts ɿ ⁵³	1106	啥子	啥子	907 901	89 997 1168 15 945 1185	1236	mand1415
1667	Taoyuan	what	səŋ⁴⁵	s ə ŋ ⁴⁵	1111	甚	甚	912	89 1022 801 1181	1236	hakk1236
1668	Shexian	what	mɛ⁴⁴ɛ	m ɛ ⁴⁴ ɛ	1099	么唉	么唉	900 913	241 1121 1178 1121	1236	hui1242
1669	Beijing	what	ʂəm̩³⁵	ʂ ə ⁰ m̩ ³⁵	1103	什么	什么	906 900	705 1022 1171 235 1165	1236	mand1415
1670	Kunming	what	nᴀ⁵³jᴀ̃²¹²	n a ⁵³ j ã ∼ ²¹²	1112	哪样	哪样	914 904	107 997 1185 570 1014 1191 1153	1236	mand1415
1671	Shanghai	what	sa³⁵	s a ³⁵	1105	啥	啥	907	89 997 1165	1236	wuch1236
