ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA	CONCEPTICON_ID	GLOTTOLOG
872	Middle Lozva Mansi	lie	qujji	q u jː i	90	757 868 578 1076	1411	mans1258
873	Lower Lozva Mansi	lie	quji	q u j i	90	757 868 570 1076	1411	
874	Pelymka Mansi	lie	quji	q u j i	90	757 868 570 1076	1411	mans1258
875	Konda Mansi	lie	qoji	q o j i	90	757 887 570 1076	1411	khan1273
876	Tavda Mansi	lie	quj	q u j	90	757 868 570	1411	mans1258
877	Vakh Khanty	lie	alaː	a l aː	89	997 554 1004	1411	khan1273
878	Vasjugan Khanty	lie	alaː	a l aː	89	997 554 1004	1411	khan1273
879	Tremjugan Khanty	lie	aɬ	a ɬ	89	997 540	1411	mans1258
880	Jugan Khanty	lie	aɬ	a ɬ	89	997 540	1411	khan1273
881	Upper Demjanka Khanty	lie	at	a t	89	997 120	1411	khan1273
882	Konda Khanty	lie	at	a t	89	997 120	1411	khan1273
883	Sherkaly Khanty	lie	ot	o t	89	887 120	1411	khan1273
884	Kazym Khanty	lie	oɬ	o ɬ	89	887 540	1411	khan1273
885	Synja Khanty	lie	ol	o l	89	887 554	1411	khan1273
886	Obdorsk Khanty	lie	χoːj	χ oː j	90	748 880 570	1411	khan1273
#
887	North Mansi	liver	majt	m a j t	91	241 997 570 120	1224	mans1258
888	Middle Lozva Mansi	liver	məːt	m əː t	91	241 845 120	1224	mans1258
889	Lower Lozva Mansi	liver	mət	m ə t	91	241 1022 120	1224	
890	Pelymka Mansi	liver	mət	m ə t	91	241 1022 120	1224	mans1258
891	Konda Mansi	liver	məːt	m əː t	91	241 845 120	1224	khan1273
892	Tavda Mansi	liver	mait	m ai t	91	241 1037 120	1224	mans1258
893	Vakh Khanty	liver	muːɣəl	m uː ɣ ə l	91	241 860 780 1022 554	1224	khan1273
894	Verkhne-Kalymsk Khanty	liver	muːɣəl	m uː ɣ ə l	91	241 860 780 1022 554	1224	khan1273
895	Vasjugan Khanty	liver	muːɣəl	m uː ɣ ə l	91	241 860 780 1022 554	1224	khan1273
896	Likrisovskoje Khanty	liver	muːɣəθ	m uː ɣ ə θ	91	241 860 780 1022 417	1224	khan1273
897	Malyj Jugan Khanty	liver	muːɣəɬ	m uː ɣ ə ɬ	91	241 860 780 1022 540	1224	khan1273
898	Tremjugan Khanty	liver	muːɣəɬ	m uː ɣ ə ɬ	91	241 860 780 1022 540	1224	mans1258
899	Jugan Khanty	liver	muːwɬ	m uː w ɬ	91	241 860 462 540	1224	khan1273
900	Upper Demjanka Khanty	liver	muːχət	m uː χ ə t	91	241 860 748 1022 120	1224	khan1273
901	Konda Khanty	liver	muːχət	m uː χ ə t	91	241 860 748 1022 120	1224	khan1273
902	Nizjam Khanty	liver	muːχət	m uː χ ə t	91	241 860 748 1022 120	1224	khan1273
903	Sherkaly Khanty	liver	muːχət	m uː χ ə t	91	241 860 748 1022 120	1224	khan1273
904	Kazym Khanty	liver	moχəɬ	m o χ ə ɬ	91	241 887 748 1022 540	1224	khan1273
905	Obdorsk Khanty	liver	maχəl	m a χ ə l	91	241 997 748 1022 554	1224	khan1273
#
906	North Mansi	long	χɔsæ	χ ɔ s æ	92	748 916 89 1087	1203	mans1258
907	Middle Lozva Mansi	long	qʷɔʃæ	qʷ ɔ ʃ æ	92	760 916 683 1087	1203	mans1258
908	Lower Lozva Mansi	long	qʷɔʃæ	qʷ ɔ ʃ æ	92	760 916 683 1087	1203	
909	Pelymka Mansi	long	qʷɔʃæ	qʷ ɔ ʃ æ	92	760 916 683 1087	1203	mans1258
910	Konda Mansi	long	qʷɔisʲə	qʷ ɔi sʲ ə	92	760 938 90 1022	1203	khan1273
911	Tavda Mansi	long	quʃo	q u ʃ o	92	757 868 683 887	1203	mans1258
912	Vakh Khanty	long	koːɣ	k oː ɣ	93	838 880 780	1203	khan1273
913	Verkhne-Kalymsk Khanty	long	koːɣ	k oː ɣ	93	838 880 780	1203	khan1273
914	Vasjugan Khanty	long	koːɣ	k oː ɣ	93	838 880 780	1203	khan1273
915	Vartovskoje Khanty	long	kɔɣ	k ɔ ɣ	93	838 916 780	1203	khan1273
916	Likrisovskoje Khanty	long	kɔɣ	k ɔ ɣ	93	838 916 780	1203	khan1273
917	Malyj Jugan Khanty	long	koɣʷ	k o ɣʷ	93	838 887 788	1203	khan1273
918	Tremjugan Khanty	long	koɣʷ	k o ɣʷ	93	838 887 788	1203	mans1258
919	Jugan Khanty	long	kow	k o w	93	838 887 462	1203	khan1273
920	Upper Demjanka Khanty	long	χow	χ o w	93	748 887 462	1203	khan1273
921	Konda Khanty	long	χow	χ o w	93	748 887 462	1203	khan1273
922	Nizjam Khanty	long	χuw	χ u w	93	748 868 462	1203	khan1273
923	Sherkaly Khanty	long	χuw	χ u w	93	748 868 462	1203	khan1273
924	Kazym Khanty	long	χuw	χ u w	93	748 868 462	1203	khan1273
925	Synja Khanty	long	χuw	χ u w	93	748 868 462	1203	khan1273
926	Obdorsk Khanty	long	χow	χ o w	93	748 887 462	1203	khan1273
#
927	North Mansi	louse	taːkəm	t aː k ə m	94	120 1004 838 1022 241	1392	mans1258
928	Middle Lozva Mansi	louse	taːχəm	t aː χ ə m	94	120 1004 748 1022 241	1392	mans1258
929	Lower Lozva Mansi	louse	taχəm	t a χ ə m	94	120 997 748 1022 241	1392	
930	Pelymka Mansi	louse	taχəm	t a χ ə m	94	120 997 748 1022 241	1392	mans1258
931	Konda Mansi	louse	tɔːχəm	t ɔː χ ə m	94	120 914 748 1022 241	1392	khan1273
932	Tavda Mansi	louse	tæχəm	t æ χ ə m	94	120 1087 748 1022 241	1392	mans1258
933	Vakh Khanty	louse	tœːɣtəm	t œː ɣ t ə m	94	120 1057 780 120 1022 241	1392	khan1273
934	Verkhne-Kalymsk Khanty	louse	tœːɣtəm	t œː ɣ t ə m	94	120 1057 780 120 1022 241	1392	khan1273
935	Vasjugan Khanty	louse	tœːɣtəm	t œː ɣ t ə m	94	120 1057 780 120 1022 241	1392	khan1273
936	Likrisovskoje Khanty	louse	teɣʷtəm	t e ɣʷ t ə m	94	120 1089 788 120 1022 241	1392	khan1273
937	Malyj Jugan Khanty	louse	tæɣʷtəm	t æ ɣʷ t ə m	94	120 1087 788 120 1022 241	1392	khan1273
938	Tremjugan Khanty	louse	tæɣʷtəm	t æ ɣʷ t ə m	94	120 1087 788 120 1022 241	1392	mans1258
939	Jugan Khanty	louse	tæwtəm	t æ w t ə m	94	120 1087 462 120 1022 241	1392	khan1273
940	Upper Demjanka Khanty	louse	teːwtəm	t eː w t ə m	94	120 1091 462 120 1022 241	1392	khan1273
941	Konda Khanty	louse	teːwtəm	t eː w t ə m	94	120 1091 462 120 1022 241	1392	khan1273
942	Nizjam Khanty	louse	teːwtəm	t eː w t ə m	94	120 1091 462 120 1022 241	1392	khan1273
943	Sherkaly Khanty	louse	teːwtəm	t eː w t ə m	94	120 1091 462 120 1022 241	1392	khan1273
944	Kazym Khanty	louse	teːwtəm	t eː w t ə m	94	120 1091 462 120 1022 241	1392	khan1273
945	Synja Khanty	louse	teːwtəm	t eː w t ə m	94	120 1091 462 120 1022 241	1392	khan1273
946	Obdorsk Khanty	louse	teːwtəm	t eː w t ə m	94	120 1091 462 120 1022 241	1392	khan1273
#
947	North Mansi	man	χum	χ u m	95	748 868 241	1554	mans1258
948	Middle Lozva Mansi	man	qum	q u m	95	757 868 241	1554	mans1258
949	Lower Lozva Mansi	man	qum	q u m	95	757 868 241	1554	
950	Pelymka Mansi	man	qum	q u m	95	757 868 241	1554	mans1258
951	Konda Mansi	man	qom	q o m	95	757 887 241	1554	khan1273
952	Tavda Mansi	man	qom	q o m	95	757 887 241	1554	mans1258
953	Vakh Khanty	man	kuː	k uː	96	838 860	1554	khan1273
954	Verkhne-Kalymsk Khanty	man	kuː	k uː	96	838 860	1554	khan1273
955	Vasjugan Khanty	man	kuː	k uː	96	838 860	1554	khan1273
956	Vartovskoje Khanty	man	kuː	k uː	96	838 860	1554	khan1273
957	Likrisovskoje Khanty	man	kuː	k uː	96	838 860	1554	khan1273
958	Malyj Jugan Khanty	man	koː	k oː	96	838 880	1554	khan1273
959	Tremjugan Khanty	man	koː	k oː	96	838 880	1554	mans1258
960	Jugan Khanty	man	koː	k oː	96	838 880	1554	khan1273
961	Upper Demjanka Khanty	man	χoːj	χ oː j	96	748 880 570	1554	khan1273
962	Konda Khanty	man	χuːj	χ uː j	96	748 860 570	1554	khan1273
963	Nizjam Khanty	man	χuː	χ uː	96	748 860	1554	khan1273
964	Sherkaly Khanty	man	χuː	χ uː	96	748 860	1554	khan1273
965	Kazym Khanty	man	χɵː	χ ɵː	96	748 971	1554	khan1273
966	Synja Khanty	man	χuː	χ uː	96	748 860	1554	khan1273
967	Obdorsk Khanty	man	χoːj	χ oː j	96	748 880 570	1554	khan1273
#
968	North Mansi	many	saw	s a w	97	89 997 462	1198	mans1258
969	Middle Lozva Mansi	many	ʃoɔw	ʃ o w	97	683 887 462	1198	mans1258
970	Lower Lozva Mansi	many	ʃɔu	ʃ ɔu	97	683 922	1198	
971	Pelymka Mansi	many	ʃɔu	ʃ ɔu	97	683 922	1198	mans1258
972	Konda Mansi	many	sɔu	s ɔu	97	89 922	1198	khan1273
973	Tavda Mansi	many	ʃɔu	ʃ ɔu	97	683 922	1198	mans1258
974	Vakh Khanty	many	æːr	æː r	98	1088 153	1198	khan1273
975	Vasjugan Khanty	many	æːr	æː r	98	1088 153	1198	khan1273
976	Tremjugan Khanty	many	æːr	æː r	98	1088 153	1198	mans1258
977	Jugan Khanty	many	æːr	æː r	98	1088 153	1198	khan1273
978	Upper Demjanka Khanty	many	æːr	æː r	98	1088 153	1198	khan1273
979	Konda Khanty	many	æːr	æː r	98	1088 153	1198	khan1273
980	Nizjam Khanty	many	aːr	aː r	98	1004 153	1198	khan1273
981	Sherkaly Khanty	many	aːr	aː r	98	1004 153	1198	khan1273
982	Kazym Khanty	many	aːr	aː r	98	1004 153	1198	khan1273
983	Synja Khanty	many	aːr	aː r	98	1004 153	1198	khan1273
984	Obdorsk Khanty	many	æːr	æː r	98	1088 153	1198	khan1273
#
985	North Mansi	meat	ɲɔwəʎ	ɲ ɔ w ə ʎ	99	595 916 462 1022 588	634	mans1258
986	Middle Lozva Mansi	meat	ɲoul	ɲ ou l	99	595 898 554	634	mans1258
987	Lower Lozva Mansi	meat	ɲɔul	ɲ ɔu l	99	595 922 554	634	
988	Pelymka Mansi	meat	ɲɔuʎ	ɲ ɔu ʎ	99	595 922 588	634	mans1258
989	Konda Mansi	meat	ɲoul	ɲ ou l	99	595 898 554	634	khan1273
990	Tavda Mansi	meat	ɲəːul	ɲ əː i l	99	595 845 1076 554	634	mans1258
991	Vakh Khanty	meat	ɲoːɣɨː	ɲ oː ɣ ɨː	99	595 880 780 976	634	khan1273
992	Verkhne-Kalymsk Khanty	meat	ɲoːɣɨː	ɲ oː ɣ ɨː	99	595 880 780 976	634	khan1273
993	Vasjugan Khanty	meat	ɲoːɣɨː	ɲ oː ɣ ɨː	99	595 880 780 976	634	khan1273
994	Vartovskoje Khanty	meat	ɲoːɣɨː	ɲ oː ɣ ɨː	99	595 880 780 976	634	khan1273
995	Likrisovskoje Khanty	meat	ɲaɣʷɨː	ɲ a ɣʷ ɨː	99	595 997 788 976	634	khan1273
996	Malyj Jugan Khanty	meat	ɲaɣʷɨː	ɲ a ɣʷ ɨː	99	595 997 788 976	634	khan1273
997	Tremjugan Khanty	meat	ɲaɣʷɨː	ɲ a ɣʷ ɨː	99	595 997 788 976	634	mans1258
998	Jugan Khanty	meat	ɲawɨː	ɲ a w ɨː	99	595 997 462 976	634	khan1273
999	Upper Demjanka Khanty	meat	ɲoχə	ɲ o χ ə	99	595 887 748 1022	634	khan1273
1000	Konda Khanty	meat	ɲoχə	ɲ o χ ə	99	595 887 748 1022	634	khan1273
1001	Nizjam Khanty	meat	ɲoχə	ɲ o χ ə	99	595 887 748 1022	634	khan1273
1002	Sherkaly Khanty	meat	ɲoχə	ɲ o χ ə	99	595 887 748 1022	634	khan1273
1003	Kazym Khanty	meat	ɲoχiː	ɲ o χ iː	99	595 887 748 1068	634	khan1273
1004	Synja Khanty	meat	ɲoχiː	ɲ o χ iː	99	595 887 748 1068	634	khan1273
1005	Obdorsk Khanty	meat	ɲoχaː	ɲ o χ aː	99	595 887 748 1004	634	khan1273
#
1006	North Mansi	moon	jɔːŋχəp	j ɔː ŋ χ ə p	100	570 914 801 748 1022 291	1313	mans1258
1007	Middle Lozva Mansi	moon	joɔŋqəp	j o ŋ q ə p	100	570 887 801 757 1022 291	1313	mans1258
1008	Lower Lozva Mansi	moon	jɔːŋχəp	j ɔː ŋ χ ə p	100	570 914 801 748 1022 291	1313	
1009	Pelymka Mansi	moon	joːŋqəp	j oː ŋ q ə p	100	570 880 801 757 1022 291	1313	mans1258
1010	Konda Mansi	moon	joːŋqəp	j oː ŋ q ə p	100	570 880 801 757 1022 291	1313	khan1273
1011	Tavda Mansi	moon	jamp	j a m p	100	570 997 241 291	1313	mans1258
1012	Vakh Khanty	moon	iːkiː	iː k iː	101	1068 838 1068	1313	khan1273
1013	Vasjugan Khanty	moon	iːkiː	iː k iː	101	1068 838 1068	1313	khan1273
1014	Tremjugan Khanty	moon	tɨːɬəs	t ɨː ɬ ə s	-102	120 976 540 1022 89	1313	mans1258
1015	Jugan Khanty	moon	tɨːləs	t ɨː l ə s	-102	120 976 554 1022 89	1313	khan1273
1016	Upper Demjanka Khanty	moon	tiːləʃ	t iː l ə ʃ	-102	120 1068 554 1022 683	1313	khan1273
1017	Konda Khanty	moon	tiːləʃ	t iː l ə ʃ	-102	120 1068 554 1022 683	1313	khan1273
1018	Nizjam Khanty	moon	tiləsj	t i l ə s j	-102	120 1076 554 1022 89 570	1313	khan1273
1019	Sherkaly Khanty	moon	tiləsj	t i l ə s j	-102	120 1076 554 1022 89 570	1313	khan1273
1020	Kazym Khanty	moon	tiɬəsj	t i ɬ ə s j	-102	120 1076 540 1022 89 570	1313	khan1273
1021	Synja Khanty	moon	tiləsj	t i l ə s j	-102	120 1076 554 1022 89 570	1313	khan1273
1022	Obdorsk Khanty	moon	tiːləsj	t iː l ə s j	-102	120 1068 554 1022 89 570	1313	khan1273
#
1023	North Mansi	mountain	ur	u r	107	868 153	639	mans1258
1024	Middle Lozva Mansi	mountain	ur	u r	107	868 153	639	mans1258
1025	Lower Lozva Mansi	mountain	əχ	ə χ	103	1022 748	639	
1026	Pelymka Mansi	mountain	əχ	ə χ	103	1022 748	639	mans1258
1027	Konda Mansi	mountain	əχ	ə χ	103	1022 748	639	khan1273
1028	Tavda Mansi	mountain	æχ	æ χ	103	1087 748	639	mans1258
1029	Vakh Khanty	mountain	joɣ	j o ɣ	104	570 887 780	639	khan1273
1030	Verkhne-Kalymsk Khanty	mountain	reːw	r eː w	105	153 1091 462	639	khan1273
1031	Vasjugan Khanty	mountain	reːw	r eː w	105	153 1091 462	639	khan1273
1032	Vartovskoje Khanty	mountain	ræw	r æ w	105	153 1087 462	639	khan1273
1033	Likrisovskoje Khanty	mountain	ræp	r æ p	105	153 1087 291	639	khan1273
1034	Tremjugan Khanty	mountain	ræp	r æ p	105	153 1087 291	639	mans1258
1035	Jugan Khanty	mountain	ræp	r æ p	105	153 1087 291	639	khan1273
1036	Upper Demjanka Khanty	mountain	reːp	r eː p	105	153 1091 291	639	khan1273
1037	Konda Khanty	mountain	reːp	r eː p	105	153 1091 291	639	khan1273
1038	Nizjam Khanty	mountain	reːp	r eː p	105	153 1091 291	639	khan1273
1039	Sherkaly Khanty	mountain	keːw	k eː w	106	838 1091 462	639	khan1273
1040	Kazym Khanty	mountain	rɛːp	r ɛː p	105	153 1117 291	639	khan1273
1041	Synja Khanty	mountain	reːp	r eː p	105	153 1091 291	639	khan1273
1042	Obdorsk Khanty	mountain	reːp	r eː p	105	153 1091 291	639	khan1273
#
1043	North Mansi	mouth	suːp	s uː p	108	89 860 291	674	mans1258
1044	Middle Lozva Mansi	mouth	tus	t u s	109	120 868 89	674	mans1258
1045	Lower Lozva Mansi	mouth	tus	t u s	109	120 868 89	674	
1046	Pelymka Mansi	mouth	tus	t u s	109	120 868 89	674	mans1258
1047	Konda Mansi	mouth	tus	t u s	109	120 868 89	674	khan1273
1048	Tavda Mansi	mouth	toːʃ	t oː ʃ	109	120 880 683	674	mans1258
1049	Vakh Khanty	mouth	luːl	l uː l	110	554 860 554	674	khan1273
1050	Verkhne-Kalymsk Khanty	mouth	juːl	j uː l	110	570 860 554	674	khan1273
1051	Vasjugan Khanty	mouth	juːl	j uː l	110	570 860 554	674	khan1273
1052	Vartovskoje Khanty	mouth	ɬuːɬ	ɬ uː ɬ	110	540 860 540	674	khan1273
1053	Likrisovskoje Khanty	mouth	θuːθ	θ uː θ	110	417 860 417	674	khan1273
1054	Malyj Jugan Khanty	mouth	ɬuːɬ	ɬ uː ɬ	110	540 860 540	674	khan1273
1055	Tremjugan Khanty	mouth	ɬuːɬ	ɬ uː ɬ	110	540 860 540	674	mans1258
1056	Jugan Khanty	mouth	ɬuːɬ	ɬ uː ɬ	110	540 860 540	674	khan1273
1057	Upper Demjanka Khanty	mouth	tuːt	t uː t	110	120 860 120	674	khan1273
1058	Konda Khanty	mouth	tuːt	t uː t	110	120 860 120	674	khan1273
1059	Nizjam Khanty	mouth	tuːt	t uː t	110	120 860 120	674	khan1273
1060	Sherkaly Khanty	mouth	tuːt	t uː t	110	120 860 120	674	khan1273
1061	Kazym Khanty	mouth	uŋəɬ	u ŋ ə ɬ	111	868 801 1022 540	674	khan1273
1062	Synja Khanty	mouth	uŋəl	u ŋ ə l	111	868 801 1022 554	674	khan1273
1063	Obdorsk Khanty	mouth	uːŋəl	uː ŋ ə l	111	860 801 1022 554	674	khan1273
#
1064	North Mansi	name	nam	n a m	112	107 997 241	1405	mans1258
1065	Middle Lozva Mansi	name	næm	n æ m	112	107 1087 241	1405	mans1258
1066	Pelymka Mansi	name	næm	n æ m	112	107 1087 241	1405	mans1258
1067	Konda Mansi	name	næm	n æ m	112	107 1087 241	1405	khan1273
1068	Tavda Mansi	name	næm	n æ m	112	107 1087 241	1405	mans1258
1069	Vakh Khanty	name	neːm	n eː m	112	107 1091 241	1405	khan1273
1070	Verkhne-Kalymsk Khanty	name	neːm	n eː m	112	107 1091 241	1405	khan1273
1071	Vasjugan Khanty	name	neːm	n eː m	112	107 1091 241	1405	khan1273
1072	Vartovskoje Khanty	name	næm	n æ m	112	107 1087 241	1405	khan1273
1073	Likrisovskoje Khanty	name	næm	n æ m	112	107 1087 241	1405	khan1273
1074	Malyj Jugan Khanty	name	næm	n æ m	112	107 1087 241	1405	khan1273
1075	Tremjugan Khanty	name	næm	n æ m	112	107 1087 241	1405	mans1258
1076	Jugan Khanty	name	næm	n æ m	112	107 1087 241	1405	khan1273
1077	Upper Demjanka Khanty	name	neːm	n eː m	112	107 1091 241	1405	khan1273
1078	Konda Khanty	name	neːm	n eː m	112	107 1091 241	1405	khan1273
1079	Nizjam Khanty	name	neːm	n eː m	112	107 1091 241	1405	khan1273
1080	Sherkaly Khanty	name	neːm	n eː m	112	107 1091 241	1405	khan1273
1081	Kazym Khanty	name	nɛːm	n ɛː m	112	107 1117 241	1405	khan1273
1082	Synja Khanty	name	neːm	n eː m	112	107 1091 241	1405	khan1273
1083	Obdorsk Khanty	name	neːm	n eː m	112	107 1091 241	1405	khan1273
#
1896	North Mansi	near	ʎapæ	ʎ a p æ	211	588 997 291 1087	1942	mans1258
1897	Middle Lozva Mansi	near	ælæ	æ l æ	212	1087 554 1087	1942	mans1258
1898	Pelymka Mansi	near	ælæɨ	æ l æɨ	212	1087 554 1142	1942	mans1258
1899	Konda Mansi	near	æli	æ l i	212	1087 554 1076	1942	khan1273
1900	Tavda Mansi	near	ælæu	æ l æu	212	1087 554 1136	1942	mans1258
1901	Vakh Khanty	near	wæːɳɳə	w æː ɳː ə	213	462 1088 712 1022	1942	khan1273
1902	Vasjugan Khanty	near	teŋtəɣ	t e ŋ t ə ɣ	214	120 1089 801 120 1022 780	1942	khan1273
1903	Tremjugan Khanty	near	wæːɳɳə	w æː ɳː ə	213	462 1088 712 1022	1942	mans1258
1904	Jugan Khanty	near	wæːnnə	w æː nː ə	213	462 1088 106 1022	1942	khan1273
1905	Upper Demjanka Khanty	near	wæːnnə	w æː nː ə	213	462 1088 106 1022	1942	khan1273
1906	Konda Khanty	near	wæːnnə	w æː nː ə	213	462 1088 106 1022	1942	khan1273
1907	Nizjam Khanty	near	waːnnaː	w aː nː aː	213	462 1004 106 1004	1942	khan1273
1908	Kazym Khanty	near	waːɳɳə	w aː ɳː ə	213	462 1004 712 1022	1942	khan1273
1909	Obdorsk Khanty	near	wæːnnæː	w æː nː æː	213	462 1088 106 1088	1942	khan1273
#
1084	North Mansi	neck	siplu	s i p l u	113	89 1076 291 554 868	1333	mans1258
1085	Middle Lozva Mansi	neck	ʃiplu	ʃ i p l u	113	683 1076 291 554 868	1333	mans1258
1086	Pelymka Mansi	neck	ʃiplu	ʃ i p l u	113	683 1076 291 554 868	1333	mans1258
1087	Konda Mansi	neck	soplo	s o p l o	113	89 887 291 554 887	1333	khan1273
1088	Vakh Khanty	neck	sæːwəl	s æː w ə l	113	89 1088 462 1022 554	1333	khan1273
1089	Verkhne-Kalymsk Khanty	neck	sæːwəl	s æː w ə l	113	89 1088 462 1022 554	1333	khan1273
1090	Vasjugan Khanty	neck	sæːwəl	s æː w ə l	113	89 1088 462 1022 554	1333	khan1273
1091	Likrisovskoje Khanty	neck	sæːpəθ	s æː p ə θ	113	89 1088 291 1022 417	1333	khan1273
1092	Malyj Jugan Khanty	neck	sæːpəɬ	s æː p ə ɬ	113	89 1088 291 1022 540	1333	khan1273
1093	Tremjugan Khanty	neck	sæːpəɬ	s æː p ə ɬ	113	89 1088 291 1022 540	1333	mans1258
1094	Jugan Khanty	neck	sæːpəɬ	s æː p ə ɬ	113	89 1088 291 1022 540	1333	khan1273
1095	Upper Demjanka Khanty	neck	sæːpət	s æː p ə t	113	89 1088 291 1022 120	1333	khan1273
1096	Nizjam Khanty	neck	saːpət	s aː p ə t	113	89 1004 291 1022 120	1333	khan1273
1097	Sherkaly Khanty	neck	saːpət	s aː p ə t	113	89 1004 291 1022 120	1333	khan1273
1098	Kazym Khanty	neck	saːpəɬ	s aː p ə ɬ	113	89 1004 291 1022 540	1333	khan1273
1099	Synja Khanty	neck	saːpəl	s aː p ə l	113	89 1004 291 1022 554	1333	khan1273
1100	Obdorsk Khanty	neck	sæːpəl	s æː p ə l	113	89 1088 291 1022 554	1333	khan1273
#
1101	North Mansi	new	iʎp	i ʎ p	114	1076 588 291	1231	mans1258
1102	Middle Lozva Mansi	new	ʎæʎpəl	ʎ æ ʎ p ə l	114	588 1087 588 291 1022 554	1231	mans1258
1103	Lower Lozva Mansi	new	ʎæʎpəl	ʎ æ ʎ p ə l	114	588 1087 588 291 1022 554	1231	
1104	Pelymka Mansi	new	ʎæʎpəl	ʎ æ ʎ p ə l	114	588 1087 588 291 1022 554	1231	mans1258
1105	Konda Mansi	new	jelpəl	j e l p ə l	114	570 1089 554 291 1022 554	1231	khan1273
1106	Tavda Mansi	new	elpəʎ	e l p ə ʎ	114	1089 554 291 1022 588	1231	mans1258
1107	Vakh Khanty	new	jeləw	j e l ə w	114	570 1089 554 1022 462	1231	khan1273
1108	Verkhne-Kalymsk Khanty	new	jeləw	j e l ə w	114	570 1089 554 1022 462	1231	khan1273
1109	Vasjugan Khanty	new	jeləw	j e l ə w	114	570 1089 554 1022 462	1231	khan1273
1110	Vartovskoje Khanty	new	jeɬəw	j e ɬ ə w	114	570 1089 540 1022 462	1231	khan1273
1111	Likrisovskoje Khanty	new	jeθəp	j e θ ə p	114	570 1089 417 1022 291	1231	khan1273
1112	Malyj Jugan Khanty	new	jeɬəp	j e ɬ ə p	114	570 1089 540 1022 291	1231	khan1273
1113	Tremjugan Khanty	new	jeɬəp	j e ɬ ə p	114	570 1089 540 1022 291	1231	mans1258
1114	Jugan Khanty	new	jeɬəp	j e ɬ ə p	114	570 1089 540 1022 291	1231	khan1273
1115	Upper Demjanka Khanty	new	jetəp	j e t ə p	114	570 1089 120 1022 291	1231	khan1273
1116	Konda Khanty	new	jetəp	j e t ə p	114	570 1089 120 1022 291	1231	khan1273
1117	Nizjam Khanty	new	jitəp	j i t ə p	114	570 1076 120 1022 291	1231	khan1273
1118	Sherkaly Khanty	new	jatəp	j a t ə p	114	570 997 120 1022 291	1231	khan1273
1119	Kazym Khanty	new	jiɬəp	j i ɬ ə p	114	570 1076 540 1022 291	1231	khan1273
1120	Synja Khanty	new	jaləp	j a l ə p	114	570 997 554 1022 291	1231	khan1273
1121	Obdorsk Khanty	new	jiːləp	j iː l ə p	114	570 1068 554 1022 291	1231	khan1273
#
1122	North Mansi	night	eːt	eː t	115	1091 120	1233	mans1258
1123	Middle Lozva Mansi	night	jiː	j iː	116	570 1068	1233	mans1258
1124	Lower Lozva Mansi	night	i	i	116	1076	1233	
1125	Pelymka Mansi	night	jiː	j iː	116	570 1068	1233	mans1258
1126	Konda Mansi	night	jə	j ə	116	570 1022	1233	khan1273
1127	Tavda Mansi	night	jiː	j iː	116	570 1068	1233	mans1258
1128	Vakh Khanty	night	jej	j e j	116	570 1089 570	1233	khan1273
1129	Verkhne-Kalymsk Khanty	night	jej	j e j	116	570 1089 570	1233	khan1273
1130	Vasjugan Khanty	night	ej	e j	116	1089 570	1233	khan1273
1131	Vartovskoje Khanty	night	jej	j e j	116	570 1089 570	1233	khan1273
1132	Malyj Jugan Khanty	night	æːt	æː t	115	1088 120	1233	khan1273
1133	Tremjugan Khanty	night	æːt	æː t	115	1088 120	1233	mans1258
1134	Jugan Khanty	night	æːt	æː t	115	1088 120	1233	khan1273
1135	Upper Demjanka Khanty	night	æːt	æː t	115	1088 120	1233	khan1273
1136	Konda Khanty	night	æːt	æː t	115	1088 120	1233	khan1273
1137	Nizjam Khanty	night	aːt	aː t	115	1004 120	1233	khan1273
1138	Sherkaly Khanty	night	aːt	aː t	115	1004 120	1233	khan1273
1139	Kazym Khanty	night	aːt	aː t	115	1004 120	1233	khan1273
1140	Synja Khanty	night	aːt	aː t	115	1004 120	1233	khan1273
1141	Obdorsk Khanty	night	æːt	æː t	115	1088 120	1233	khan1273
#
1142	North Mansi	nose	ɲol	ɲ o l	117	595 887 554	1221	mans1258
1143	Middle Lozva Mansi	nose	ɲal	ɲ a l	117	595 997 554	1221	mans1258
1144	Lower Lozva Mansi	nose	ɲal	ɲ a l	117	595 997 554	1221	
1145	Pelymka Mansi	nose	ɲal	ɲ a l	117	595 997 554	1221	mans1258
1146	Konda Mansi	nose	ɲɔl	ɲ ɔ l	117	595 916 554	1221	khan1273
1147	Tavda Mansi	nose	ɲɔl	ɲ ɔ l	117	595 916 554	1221	mans1258
1148	Vakh Khanty	nose	ɲol	ɲ o l	117	595 887 554	1221	khan1273
1149	Verkhne-Kalymsk Khanty	nose	ɲol	ɲ o l	117	595 887 554	1221	khan1273
1150	Vasjugan Khanty	nose	ɲol	ɲ o l	117	595 887 554	1221	khan1273
1151	Likrisovskoje Khanty	nose	ɲoθ	ɲ o θ	117	595 887 417	1221	khan1273
1152	Malyj Jugan Khanty	nose	ɲoɬ	ɲ o ɬ	117	595 887 540	1221	khan1273
1153	Tremjugan Khanty	nose	ɲoɬ	ɲ o ɬ	117	595 887 540	1221	mans1258
1154	Jugan Khanty	nose	ɲoɬ	ɲ o ɬ	117	595 887 540	1221	khan1273
1155	Upper Demjanka Khanty	nose	ɲat	ɲ a t	117	595 997 120	1221	khan1273
1156	Konda Khanty	nose	ɲat	ɲ a t	117	595 997 120	1221	khan1273
